date,close,returns,ema20,ema50,rsi,macd,volatility,volume
2018-01-02,1077.87255859375,-0.005443408956259499,,,0.0,,,1920290
2018-01-03,1080.9244384765625,0.0028313921330311853,,,3.8270839552096008,,,1257120
2018-01-04,1088.482666015625,0.0069923736294785765,,,12.734426344411212,,,913082
2018-01-05,1101.6322021484375,0.012080611426680932,,,25.638293003357976,,,1153706
2018-01-08,1111.9554443359375,0.009370860952836457,,,33.90167347803759,,,1242220
2018-01-09,1109.7435302734375,-0.0019892110549636355,,,33.054112950226916,,,2149396
2018-01-10,1149.7254638671875,0.03602808442045946,,,54.969073588189666,,,3365850
2018-01-11,1143.1297607421875,-0.00573676354250241,,,51.94795850609539,,,2520744
2018-01-12,1137.33349609375,-0.00507052204176206,,,49.37952937015012,,,3360314
2018-01-15,1124.94140625,-0.010895739803946203,,,44.33284925908717,,,1457214
2018-01-16,1167.8524169921875,0.03814510738406507,,,59.694349700216186,,,4267752
2018-01-17,1183.4595947265625,0.01336399831630386,,,63.62592761415294,,,4280806
2018-01-18,1195.4422607421875,0.010125116285354618,,,66.34062117623421,,,2209478
2018-01-19,1212.279296875,0.014084357468138409,,,69.75618448164235,,,1820000
2018-01-22,1279.661865234375,0.05558336971774813,,,78.95853565946514,,,4367110
2018-01-23,1273.74951171875,-0.00462024670442307,,,76.75180990078849,,,3239610
2018-01-24,1303.560302734375,0.023403966589474523,,,79.81501146831886,,,5621538
2018-01-25,1281.5712890625,-0.016868428430775628,,,72.25265459820713,,,3833844
2018-01-29,1313.5174560546875,0.024927342914772055,1171.0303466796875,,75.83492544419025,,,3141060
2018-01-30,1294.6290283203125,-0.014380035565807248,1182.8016496930804,,70.07444900547968,,0.01898820089957998,1574758
2018-01-31,1277.999267578125,-0.012845193780154474,1191.868089491656,,65.36662642650437,,0.019355095880344685,3043214
2018-02-01,1288.7777099609375,0.008433840813726112,1201.0975771553972,,66.91796741712577,,0.019305765062882174,2400630
2018-02-02,1294.95751953125,0.004795093461462674,1210.0366192864308,,67.80831573276907,,0.019324074433317465,2456490
2018-02-05,1274.24169921875,-0.015997297208636407,1216.1513888037946,,61.80358987913772,,0.020085523820870463,2757742
2018-02-06,1230.736328125,-0.03414216558791283,1217.5404306439093,,51.49101518659887,61.15352750202828,0.022124550006355624,2657306
2018-02-07,1213.4078369140625,-0.014079775509135306,1217.146850288686,,48.05175364548619,53.177064105512954,0.022496747472666244,2180324
2018-02-08,1221.271484375,0.006480630190205616,1217.5396725826206,,49.69386523786517,46.94899128056295,0.021268693679677268,2755004
2018-02-09,1220.2445068359375,-0.0008409084730149896,1217.7972758448414,,49.47391237222094,41.45249167065617,0.02118801553852987,2102458
2018-02-12,1218.4381103515625,-0.001480356169813013,1217.8583077026244,,49.06256012860205,36.52962426048657,0.02112688034261164,1974562
2018-02-14,1195.648681640625,-0.018703804910010557,1215.7431052205293,,44.082764915994986,30.43842471990297,0.02147920975622752,2847532
2018-02-15,1201.418212890625,0.004825440230556088,1214.3788297605383,,45.588483741818266,25.77948825967519,0.019863160260684586,2465236
2018-02-16,1204.3743896484375,0.0024605726183390964,1213.4260259403384,,46.38511640719548,22.071361392488143,0.019672092282112624,2515756
2018-02-19,1200.493896484375,-0.003221999070567416,1212.19439456358,,45.4445482311043,18.605053293798164,0.019574464604205182,1568224
2018-02-20,1209.1785888671875,0.007234266170153436,1211.9071749734476,,47.98657032923039,16.370057414606663,0.01938122512231613,1889068
2018-02-21,1249.2349853515625,0.03312694820531159,1215.462204533268,,57.76219696777804,17.62782096197543,0.0164186038905005,3089228
2018-02-22,1252.47900390625,0.0025968041183017654,1218.9876139973614,,58.44338254049838,18.67114350103452,0.01641588432716127,3463010
2018-02-23,1262.99072265625,0.008392730510623947,1223.178386250589,,60.65750243129183,20.11432654729424,0.015576873361737313,3362500
2018-02-26,1244.8822021484375,-0.01433780959984221,1225.2454163360985,,55.20114343102653,19.571248078101917,0.015454961119192439,1363882
2018-02-27,1249.2552490234375,0.003512819821387847,1227.5320670682258,,56.22521032714066,19.271572126989668,0.014233028718495001,1717800
2018-02-28,1246.2579345703125,-0.0023992810560276023,1229.3154830208055,,55.2922598375339,18.57806221316855,0.013952001856138816,2706864
2018-03-01,1247.345947265625,0.0008730236856526741,1231.0326700917408,,55.58038991013496,17.909791216915664,0.013716121748590063,1718124
2018-03-05,1275.3297119140625,0.0224346459053979,1235.251435979581,,62.308671719115964,19.41443999560238,0.014560855938353304,2858168
2018-03-06,1249.4403076171875,-0.02030016556112313,1236.6027570879246,,54.138417178993286,18.306797072080826,0.015156569605010559,1906764
2018-03-07,1243.13720703125,-0.005044739270464338,1237.2250856539556,,52.339009951662426,16.727549753952644,0.014805780164018628,1917772
2018-03-08,1233.4873046875,-0.007762540039160326,1236.869106514293,,49.61986209738307,14.529827596898258,0.01274122876287154,1951826
2018-03-09,1245.867919921875,0.010037083630553889,1237.7261363626342,,52.994012899200946,13.63001085326573,0.012457881679190236,1872436
2018-03-12,1253.2794189453125,0.005948864165233658,1239.2074013705083,,54.93959146907709,13.36092915738027,0.012447017236356809,2091340
2018-03-13,1185.3828125,-0.054175154733212105,1234.0812500495074,,39.010166549446346,7.581595358329878,0.017594148796393812,88067154
2018-03-14,1185.424072265625,3.4807123226343606e-05,1229.447233117709,1211.8043798828126,39.0217370751623,2.9705187123620362,0.017596589281714,3668668
2018-03-15,1178.3616943359375,-0.005957680542280186,1224.5819437099212,1210.4929020182292,37.703228186143875,-1.2393808161903053,0.017155456631119018,2348906
2018-03-16,1160.2943115234375,-0.01533262910644917,1218.459312073113,1208.524329841963,34.492320280892535,-5.964883852763478,0.017411042170740562,7197482
2018-03-19,1162.470458984375,0.00187551334116276,1213.127040350376,1206.7182956906852,35.20804848520962,-9.42562935344813,0.017404361646491544,3489940
2018-03-20,1176.370361328125,0.011957209094065169,1209.6264042530188,1205.5281806176438,39.73716588749295,-10.920800947891166,0.0176600589557041,4024984
2018-03-21,1173.0439453125,-0.002827694512695378,1206.142360544398,1204.25428903705,39.03395661310887,-12.233133235975856,0.0175602461853606,3907678
2018-03-22,1162.6143798828125,-0.008891027033867016,1201.9968385766279,1202.6213514231583,36.83305908063421,-13.953893003242456,0.015622782355983973,2326094
2018-03-23,1157.1937255859375,-0.0046624696809800525,1197.7298754346575,1200.83987590013,35.70619634197506,-15.57546475337881,0.015558652202727103,3654122
2018-03-26,1156.7220458984375,-0.00040760650275839527,1193.8243678597794,1199.1097649196715,35.604122687375,-16.706055646609457,0.015317319562575364,2964210
2018-03-27,1169.327880859375,0.010897894620091275,1191.491369097836,1197.941847897699,40.49964212877496,-16.395870159845344,0.01548294503844613,2494574
2018-03-28,1169.9234619140625,0.0005093362301853421,1189.4372826993815,1196.8430876630468,40.72890704025877,-15.91848907998542,0.015430831957982113,6865654
2018-04-02,1194.765869140625,0.02123421577161877,1189.944767122357,1196.7616281131482,49.47410276941102,-13.381334790454957,0.016368543998524176,1662988
2018-04-03,1195.4227294921875,0.0005497816505546371,1190.4664778242457,1196.709122284875,49.68549249718297,-11.18864288553641,0.016365740159512636,1937290
2018-04-04,1195.2789306640625,-0.0001202911945518137,1190.924806666133,1196.6530363389609,49.63653285163961,-9.354687107168274,0.015338671527320267,2841820
2018-04-05,1214.598876953125,0.016163546259724493,1193.179480026799,1197.3567947944184,55.921091063064075,-6.270028749408539,0.015356423268415373,1809424
2018-04-06,1211.45751953125,-0.0025863332178893694,1194.9202456938897,1197.9097643919413,54.72533205849359,-4.032412921576679,0.015334683554084436,1129018
2018-04-09,1200.616943359375,-0.00894837499219081,1195.4627883286978,1198.015928273017,50.696615733732955,-3.0981169912984114,0.015363756804284628,1235866
2018-04-10,1206.242431640625,0.004685497995313703,1196.4894210250718,1198.3385362482172,52.64483648892819,-1.882055678857796,0.015202865645847658,1184532
2018-04-11,1237.676025390625,0.02605910132612954,1200.411954774172,1199.881182881253,61.74193555615687,1.5996699867737334,0.016343868204786637,3124416
2018-04-12,1289.044677734375,0.0415041184364362,1208.8531664846676,1203.377790522552,71.40832023572602,8.407072105652787,0.013573124724255842,6114360
2018-04-13,1294.8138427734375,0.004475535362515437,1217.0398975597886,1206.9635180618025,72.25614739106301,14.104918018367698,0.013536178323909047,8179118
